iter	Logloss	Accuracy
881	0.220355447	0.9029810504
882	0.2203383033	0.9030190256
883	0.2203172622	0.9030494057
884	0.22029807	0.9030721908
885	0.2202791759	0.903110166
886	0.2202480734	0.9030570007
887	0.2202239155	0.9030797858
888	0.2202033544	0.9030873809
889	0.2201831619	0.9031405461
890	0.2201737204	0.9031481411
891	0.2201254799	0.9031405461
892	0.2201047845	0.9031861163
893	0.2200705088	0.9031405461
894	0.2200454994	0.9031557361
895	0.2200203609	0.9032164964
896	0.2199968062	0.9032013063
897	0.2199817275	0.9032544716
898	0.2199531731	0.9032468765
899	0.2199272081	0.9031785212
900	0.2199016827	0.9032848517
901	0.2198892923	0.9032772567
902	0.219868339	0.9033152318
903	0.2198312858	0.9032544716
904	0.2198004634	0.9032848517
905	0.2197516926	0.9032392815
906	0.2197303236	0.9033000418
907	0.2197124803	0.9033152318
908	0.2196835373	0.903353207
909	0.2196604851	0.9034139673
910	0.2196402006	0.9033835871
911	0.2196039273	0.9033683971
912	0.2195820711	0.9034063722
913	0.2195446813	0.9034595375
914	0.2195150984	0.9034899176
915	0.219495328	0.9035127027
916	0.2194740288	0.9035278928
917	0.219441595	0.9034975126
918	0.2194217306	0.9034899176
919	0.2194030317	0.9035354878
920	0.2193862726	0.9035202977
921	0.2193690529	0.9035202977
922	0.2193439246	0.9035127027
923	0.2193187511	0.9035506779
924	0.2192972567	0.9035430828
925	0.2192754406	0.9035582729
926	0.2192480027	0.9036114381
927	0.2192254537	0.9036494133
928	0.2192061514	0.9036873884
929	0.2191879411	0.9037025785
930	0.219161841	0.9036949835
931	0.2191463896	0.9037937189
932	0.2191184631	0.9037177686
933	0.2191027524	0.9037633388
934	0.2190852582	0.9037709338
935	0.2190523163	0.9037481487
936	0.2190276077	0.9037557437
937	0.2190095456	0.9037025785
938	0.2189888021	0.9036646033
939	0.2189689373	0.9036721984
940	0.218953047	0.9036797934
941	0.2189199007	0.9037253636
942	0.2188984945	0.9037633388
943	0.2188690277	0.9037937189
944	0.2188421338	0.9037557437
945	0.218825421	0.9037861239
946	0.2187924895	0.9037785288
947	0.2187553484	0.9038013139
948	0.2187384613	0.9038544792
949	0.2187137025	0.9038316941
950	0.2186990715	0.903824099
951	0.2186787985	0.9039076444
952	0.2186611653	0.9039380245
953	0.2186428456	0.9039152394
954	0.218609092	0.9039380245
955	0.2185883188	0.9039456196
956	0.2185733419	0.9039759997
957	0.2185487097	0.9040063798
958	0.218515911	0.9040139749
959	0.2185011193	0.9040291649
960	0.2184856447	0.904044355
961	0.2184625852	0.9040899252
962	0.2184502052	0.9040671401
963	0.2184342583	0.90405195
964	0.2183981406	0.9041203053
965	0.2183828842	0.9040975202
966	0.2183622982	0.9040823302
967	0.2183312173	0.9040975202
968	0.2183135092	0.9041279004
969	0.2182906919	0.9041430904
970	0.2182707668	0.9041810656
971	0.2182481094	0.9041582805
972	0.2182205004	0.9042494209
973	0.218191552	0.904279801
974	0.2181657975	0.9043253712
975	0.2181513405	0.9043253712
976	0.2181301317	0.9043785364
977	0.2181047987	0.9043937265
978	0.2180793813	0.9043785364
979	0.2180353864	0.9044392967
980	0.2180102749	0.9044696768
981	0.2179914275	0.9044544868
982	0.2179666772	0.9044392967
983	0.2179394433	0.9044165116
984	0.2179176504	0.9044544868
985	0.2178968272	0.9044317017
986	0.2178613717	0.904507652
987	0.2178357218	0.904507652
988	0.2178154845	0.9044848669
989	0.2177984031	0.904500057
990	0.2177865399	0.9045304371
991	0.2177588471	0.9045836023
992	0.2177428033	0.9046443626
993	0.217730573	0.9045987924
994	0.2177110365	0.9046139825
995	0.217700209	0.9046139825
996	0.2176789582	0.9045911974
997	0.2176642469	0.9045911974
998	0.2176332987	0.9046139825
999	0.2176028199	0.9046139825
